KE,PE,Etot
152.826190518, -550.709690908, -397.88350039
155.754363945, -553.623307751, -397.868943805
161.041596081, -558.831679247, -397.790083166
162.273226583, -560.099710583, -397.826484
164.777804472, -562.838125171, -398.060320699
174.599688439, -572.469456443, -397.869768004
180.658000603, -578.470192807, -397.812192205
173.949614063, -571.623525108, -397.673911045
166.367006309, -563.887549814, -397.520543506
153.123106717, -550.507191023, -397.384084306
138.794148886, -536.35826146, -397.564112574
144.479070465, -541.948977061, -397.469906596
153.173660812, -550.372434943, -397.198774132
151.033463059, -548.163671068, -397.130208009
148.937459971, -546.155756838, -397.218296867
146.817618179, -544.032384436, -397.214766257
149.27741889, -546.529835294, -397.252416404
156.789080465, -554.220153353, -397.431072888
159.995772319, -557.386781708, -397.391009388
165.777754027, -563.144766758, -397.367012732
160.526376384, -557.739670409, -397.213294025
157.647771584, -554.813621736, -397.165850152
160.784535111, -558.012258271, -397.22772316
153.946811455, -551.1836209, -397.236809445
154.168398217, -551.298310886, -397.129912669
160.999839051, -558.126753887, -397.126914836
173.039034718, -570.425072365, -397.386037647
175.561907318, -572.942472331, -397.380565013
158.174992999, -555.664701722, -397.489708723
147.983878919, -545.591253643, -397.607374723
157.117467433, -554.984509489, -397.867042056
159.330914159, -557.020639737, -397.689725579
158.972871014, -556.646939894, -397.674068881
162.866454252, -560.758487608, -397.892033355
166.082370042, -563.897717183, -397.815347141
168.445985751, -566.26826633, -397.822280579
154.262756756, -552.066177732, -397.803420976
156.682490261, -554.504213699, -397.821723438
169.76303217, -567.478693059, -397.715660889
170.170600506, -567.789869986, -397.61926948
171.218621655, -568.797231155, -397.5786095
172.57880587, -570.377901735, -397.799095865
164.743320731, -562.330441038, -397.587120307
167.072933145, -564.541323529, -397.468390384
172.467794479, -569.966890552, -397.499096073
172.254761693, -569.729158947, -397.474397254
166.102672815, -563.218633383, -397.115960568
158.821025792, -556.011311442, -397.190285651
151.921510726, -549.349012853, -397.427502127
148.825653356, -546.192229932, -397.366576576
149.337148643, -546.486077833, -397.14892919
145.327637529, -542.573305114, -397.245667585
159.921929951, -557.279617522, -397.357687571
170.989665777, -568.536956894, -397.547291117
164.122263208, -561.621662866, -397.499399657
152.083101796, -549.761308653, -397.678206857
157.127884837, -554.834766715, -397.706881878
163.590100174, -561.31593629, -397.725836116
160.358938306, -557.789084344, -397.430146037
155.166508525, -552.697281427, -397.530772902
159.569066966, -556.967372962, -397.398305996
165.891610162, -563.23641404, -397.344803878
166.744835811, -564.203532252, -397.458696441
161.40035991, -558.759400859, -397.359040948
167.277670202, -564.678067163, -397.400396961
160.457323564, -557.736959269, -397.279635705
144.392710817, -541.796596527, -397.403885709
146.384121211, -544.014419825, -397.630298615
153.685216602, -551.456083586, -397.770866984
154.904391989, -552.503002663, -397.598610674
155.145482184, -552.853948154, -397.70846597
157.56968814, -555.179968909, -397.610280769
159.471915905, -557.010078171, -397.538162266
152.992365445, -550.537296104, -397.544930659
158.827606754, -556.419526752, -397.591919999
169.943949703, -567.479637461, -397.535687757
165.588794995, -563.11500427, -397.526209275
155.648739686, -553.214690578, -397.565950892
153.014235946, -550.583966253, -397.569730307
167.092627959, -564.90203257, -397.809404611
176.143579359, -573.784375655, -397.640796296
173.276302877, -571.011080935, -397.734778058
163.780950435, -561.32950095, -397.548550515
158.425176635, -555.997362588, -397.572185953
164.977492776, -562.623823885, -397.646331109
169.557219519, -566.959360782, -397.402141263
155.917529988, -553.546843619, -397.629313631
150.149580463, -547.747442286, -397.597861823
158.900762286, -556.50624037, -397.605478084
167.851024954, -565.422660524, -397.57163557
163.297567524, -560.901886191, -397.604318667
160.586526532, -558.135139891, -397.548613359
159.983434737, -557.64904904, -397.665614303
157.491828529, -555.357483381, -397.865654852
151.121048481, -549.083878143, -397.962829662
143.128003474, -540.952440322, -397.824436848
149.012238209, -546.770673507, -397.758435298
151.963113022, -549.564821747, -397.601708725
150.921567058, -548.591430559, -397.669863501
146.362631956, -544.020892595, -397.658260639
152.315573092, -550.016688868, -397.701115776
168.086213117, -565.72808795, -397.641874833
165.103965811, -562.636753264, -397.532787453
157.404642851, -554.782631872, -397.37798902
165.45383334, -562.923861156, -397.470027816
173.449514133, -570.965028146, -397.515514012
159.171224495, -556.769514846, -397.59829035
149.369783409, -547.052932167, -397.683148758
162.7074062, -560.39531414, -397.687907939
170.716929953, -568.22495093, -397.508020978
164.543025034, -562.335153372, -397.792128338
158.702116627, -556.477362065, -397.775245438
157.359735132, -555.129123844, -397.769388712
151.303375975, -549.08019783, -397.776821855
148.496830055, -546.265149836, -397.768319781
157.822265686, -555.660368886, -397.8381032
162.975206355, -560.838249052, -397.863042697
167.146815812, -564.901125723, -397.754309911
177.73572576, -575.598220624, -397.862494864
170.125047086, -567.836415552, -397.711368466
155.367599559, -553.00199164, -397.63439208
153.771947418, -551.299800597, -397.527853179
159.960423166, -557.501424176, -397.54100101
165.105898239, -562.497067979, -397.391169739
161.467571911, -558.839169673, -397.371597763
144.476166232, -542.038781452, -397.56261522
153.410987492, -550.907722675, -397.496735183
157.804907087, -555.061536316, -397.256629229
148.938082742, -546.275771543, -397.337688802
152.539995646, -549.796456777, -397.256461132
163.778267057, -560.864008258, -397.085741201
163.178874919, -560.491230174, -397.312355256
157.532179054, -554.836323288, -397.304144234
149.486792918, -547.029284372, -397.542491455
150.84700809, -548.384899463, -397.537891373
151.773277547, -549.412925343, -397.639647795
147.116892925, -544.693902326, -397.577009401
147.08448186, -544.441668368, -397.357186508
147.306161705, -544.678126549, -397.371964844
146.221562961, -543.555818307, -397.334255346
156.219873902, -553.8884623, -397.668588398
163.013690312, -560.602677719, -397.588987407
158.672132452, -556.303625728, -397.631493276
157.248494488, -554.834141899, -397.585647411
152.817148299, -550.049051223, -397.231902924
148.380311231, -545.62885945, -397.248548219
144.116542085, -541.377394334, -397.260852249
143.605875729, -540.814761363, -397.208885634
162.203781128, -559.589022166, -397.385241038
166.269580453, -563.777753156, -397.508172704
155.494991003, -552.962986524, -397.46799552
145.905774894, -543.438744466, -397.532969573
146.59905489, -544.403766898, -397.804712008
155.642631151, -553.429406552, -397.786775401
167.737706902, -565.353737534, -397.616030632
164.525242139, -562.19128554, -397.666043402
169.914785373, -567.650531976, -397.735746603
162.723564453, -560.316007321, -397.592442869
169.571031828, -566.99479055, -397.423758722
168.476975634, -565.932781213, -397.455805579
166.801781952, -564.122037744, -397.320255792
161.689184006, -558.869128345, -397.17994434
152.747281104, -550.056198518, -397.308917414
151.53795141, -548.967456588, -397.429505178
150.21619132, -547.594732372, -397.378541053
157.732470071, -555.182962336, -397.450492265
154.593347061, -551.872113078, -397.278766017
144.73402974, -541.990459021, -397.256429281
153.631224289, -550.811382003, -397.180157714
158.403523894, -555.744836121, -397.341312227
146.803228856, -544.172104345, -397.368875488
140.028610367, -537.701356079, -397.672745712
148.053681337, -545.585641372, -397.531960035
153.149447469, -550.506656768, -397.357209299
157.632743406, -554.922400947, -397.289657541
159.155100603, -556.647537457, -397.492436854
152.97139898, -550.482204687, -397.510805707
163.154529307, -560.742806465, -397.588277158
158.767519044, -556.176636485, -397.40911744
151.26111702, -548.776177142, -397.515060123
142.626433199, -539.950171467, -397.323738268
162.111548513, -559.331027485, -397.219478972
171.495017453, -568.755523422, -397.260505969
171.327509968, -568.720934079, -397.393424111
157.043349213, -554.89475006, -397.851400847
140.467702776, -538.582680785, -398.114978009
150.441174386, -548.509863904, -398.068689518
168.606552725, -566.410224608, -397.803671883
158.306579697, -555.728866431, -397.422286734
150.662976528, -548.12997056, -397.466994032
152.208831829, -549.817332532, -397.608500703
157.865498288, -555.494251335, -397.628753047
158.652682497, -556.477412562, -397.824730065
157.992433346, -556.037617649, -398.045184304
158.876228027, -556.90145144, -398.025223413
153.25202398, -551.238601718, -397.986577737
150.20785677, -548.073438684, -397.865581914
148.436041796, -546.450547164, -398.014505368
154.446080628, -552.503167676, -398.057087049
161.654858433, -559.707403041, -398.052544608
157.428574665, -555.498054311, -398.069479646
155.937878138, -554.097177605, -398.159299467
165.958564368, -564.131312751, -398.172748382
170.706450653, -568.706660307, -398.000209654
159.664989302, -557.368240783, -397.703251481
152.330854081, -549.74086514, -397.410011059
153.850972137, -551.237311362, -397.386339226
155.936770232, -553.337862793, -397.40109256
153.969945813, -551.34987479, -397.379928978
146.062182969, -543.386487491, -397.324304521
150.338107586, -547.61275119, -397.274643604
161.834462368, -559.210491525, -397.376029157
168.272415081, -565.738313872, -397.465898791
162.649880466, -560.363743909, -397.713863443
156.180700436, -553.949762353, -397.769061917
165.893720218, -563.489377866, -397.595657648
167.346984673, -564.924373946, -397.577389273
162.91379171, -560.363200025, -397.449408315
171.131745175, -568.785393866, -397.653648691
179.344903102, -577.040175163, -397.695272061
168.048429414, -565.769690301, -397.721260887
148.465598547, -546.002767155, -397.537168609
140.457821975, -537.974774269, -397.516952294
145.120287479, -542.602429856, -397.482142376
158.119102091, -555.539695266, -397.420593175
150.577299462, -547.974060332, -397.39676087
152.774516723, -550.363219244, -397.588702521
158.598827587, -556.290530353, -397.691702766
157.021522063, -554.670919985, -397.649397922
166.843965683, -564.477648493, -397.63368281
176.603146284, -574.294939363, -397.691793078
173.305526535, -571.1103112, -397.804784665
162.334046845, -559.79622395, -397.462177105
155.14504694, -552.754743498, -397.609696558
156.793695733, -554.48466371, -397.690967977
156.918470627, -554.378582317, -397.46011169
157.345005044, -554.6941441, -397.349139056
161.951101453, -559.350723307, -397.399621854
170.6567576, -568.040947854, -397.384190254
170.133242349, -567.723066001, -397.589823652
165.471455957, -562.911911936, -397.440455979
164.307031152, -561.761430698, -397.454399546
159.539697372, -556.908058286, -397.368360915
161.392396275, -558.928920718, -397.536524444
160.368103441, -557.838844467, -397.470741026
159.515115632, -557.102317257, -397.587201624
150.598790547, -548.205096791, -397.606306245
152.60847099, -550.116737019, -397.508266029
154.797968628, -552.191842182, -397.393873554
153.27693793, -550.719219944, -397.442282014
143.397506634, -541.007557535, -397.610050901
146.301669831, -543.919503632, -397.617833801
162.456309377, -560.137009052, -397.680699675
156.645329703, -554.357728873, -397.71239917
154.017053341, -551.642406007, -397.625352666
162.865049259, -560.628663988, -397.763614729
162.794230175, -560.476137562, -397.681907388
155.335270615, -552.989988727, -397.654718112
167.64144726, -565.106241553, -397.464794293
176.607698157, -574.25669871, -397.649000553
171.041264847, -568.814403139, -397.773138292
164.243616523, -562.193488388, -397.949871865
170.285691398, -568.213119606, -397.927428207
152.91697285, -550.812126156, -397.895153307
141.521418773, -539.370116058, -397.848697284
155.908415071, -553.60208398, -397.693668909
160.178619217, -557.749573581, -397.570954364
161.10552876, -558.624987797, -397.519459037
157.068166196, -554.883748402, -397.815582207
150.135665127, -547.948309019, -397.812643892
156.253509979, -554.184638263, -397.931128283
159.036659673, -556.83654229, -397.799882617
158.523823104, -556.234508944, -397.710685841
161.510405851, -559.040849664, -397.530443813
165.622543226, -563.193360522, -397.570817296
166.947806768, -564.494736185, -397.546929417
162.896836008, -560.630143591, -397.733307583
162.283712528, -559.942911078, -397.65919855
157.476905955, -555.048518225, -397.57161227
151.238850406, -549.030706728, -397.791856322
151.643153132, -549.357216794, -397.714063662
162.604420401, -560.427342833, -397.822922433
169.428782107, -567.214204748, -397.785422642
162.460275006, -560.104293964, -397.644018958
153.741568149, -551.173998591, -397.432430442
161.383978313, -558.847684396, -397.463706084
168.03522621, -565.673661524, -397.638435314
173.667881852, -571.294224602, -397.626342749
177.230851336, -575.057410098, -397.826558762
172.747925234, -570.576550884, -397.82862565
160.259281972, -558.039769471, -397.780487499
161.706152895, -559.614453147, -397.908300252
153.468743475, -551.604825427, -398.136081952
156.482377795, -554.516216342, -398.033838547
162.887290738, -560.981522742, -398.094232003
160.382716542, -558.510718632, -398.12800209
159.758475003, -557.638951019, -397.880476016
157.003424312, -554.926119978, -397.922695667
152.033685317, -549.824163823, -397.790478506
151.309077454, -549.184738867, -397.875661413
153.612317709, -551.559359342, -397.947041633
158.899325317, -556.885730902, -397.986405585
167.62608555, -565.540515599, -397.914430049
170.185093522, -568.009635853, -397.824542332
167.559266341, -565.622690675, -398.063424334
160.962469606, -558.495226863, -397.532757258
154.28692205, -551.888396921, -397.601474871
149.676893476, -547.047819619, -397.370926143
148.72400134, -546.164831769, -397.44083043
160.691992713, -558.099357678, -397.407364965
160.028929895, -557.553664719, -397.524734824
162.202547839, -559.72060272, -397.518054881
151.594770596, -549.20991306, -397.615142463
145.781362047, -543.636677506, -397.855315458
160.662647043, -558.59917488, -397.936527837
160.55879447, -558.081971264, -397.523176794
150.709885707, -548.070800788, -397.360915081
157.356540354, -554.690956964, -397.334416611
163.920213693, -561.279395498, -397.359181805
156.221264363, -553.609124717, -397.387860355
153.657138388, -551.139344957, -397.482206569
160.458688808, -557.898395051, -397.439706243
154.09906519, -551.652411354, -397.553346164
157.968663929, -555.335788132, -397.367124203
164.805137232, -562.174652952, -397.36951572
164.455417554, -562.027258135, -397.571840581
154.35689502, -551.883515153, -397.526620133
154.846080586, -552.399338041, -397.553257455
152.93258902, -550.343173319, -397.410584298
157.539772781, -555.096454134, -397.556681353
163.918431913, -561.434745705, -397.516313792
160.073609524, -557.501230987, -397.427621463
163.813278652, -561.423540444, -397.610261792
160.306055537, -557.965358681, -397.659303143
154.211485637, -551.867787591, -397.656301955
156.04812676, -553.563056572, -397.514929811
162.849964833, -560.263130123, -397.41316529
159.853492579, -557.469599053, -397.616106474
156.346234061, -554.012232382, -397.665998321
160.448843138, -558.124484446, -397.675641308
162.690969683, -560.318775813, -397.627806129
157.938538299, -555.417993651, -397.479455352
156.98424044, -554.459312336, -397.475071897
161.155372185, -558.57440534, -397.419033155
156.121086684, -553.688928951, -397.567842267
157.714736111, -555.324842135, -397.610106024
165.18839923, -562.83779665, -397.64939742
165.172205585, -562.810603264, -397.638397679
165.782548542, -563.574764995, -397.792216454
167.475129726, -565.35204744, -397.876917714
163.429934741, -561.402536212, -397.97260147
166.882558435, -564.90061658, -398.018058145
169.59348227, -567.59693357, -398.003451301
171.816238393, -569.650294353, -397.834055959
171.542466128, -569.006782576, -397.464316449
160.652618519, -558.108709103, -397.456090585
153.530136069, -550.868831224, -397.338695155
155.424600319, -552.708157853, -397.283557534
149.88495862, -547.142901214, -397.257942594
146.482195295, -543.94302359, -397.460828294
146.035534127, -543.4461168, -397.410582673
153.672141192, -551.066768565, -397.394627373
155.91046118, -553.150559828, -397.240098648
151.556695451, -548.849559165, -397.292863714
145.23865237, -542.552251054, -397.313598683
143.666085542, -541.002577843, -397.336492301
143.820523412, -541.112266119, -397.291742707
147.349076411, -544.753588049, -397.404511638
150.002111072, -547.396753175, -397.394642103
149.073345596, -546.345668047, -397.272322451
153.254191842, -550.521955969, -397.267764127
154.445322108, -551.873086247, -397.427764139
157.025930523, -554.623261544, -397.597331021
148.329971265, -545.757686407, -397.427715142
145.263278005, -542.731635941, -397.468357936
155.141990535, -552.59907917, -397.457088634
162.891898906, -560.427339026, -397.53544012
160.231667131, -557.724011018, -397.492343888
163.805537153, -561.303740439, -397.498203286
171.423632062, -568.797833123, -397.374201061
174.039987223, -571.541305307, -397.501318084
157.911114567, -555.455088411, -397.543973844
146.501662667, -543.893317696, -397.391655028
154.440888601, -551.777523539, -397.336634938
162.71132977, -560.066891437, -397.355561667
172.833440051, -570.073845603, -397.240405552
171.125129989, -568.359929762, -397.234799773
163.420778426, -560.715744299, -397.294965873
164.560536933, -561.912742416, -397.352205483
173.495272572, -571.020728832, -397.52545626
169.504967866, -567.093324525, -397.588356659
165.554635673, -563.046458238, -397.491822564
172.452378627, -570.154808155, -397.702429528
166.639131645, -564.2605377, -397.621406056
160.60273948, -558.376942911, -397.774203431
161.337202312, -559.055349053, -397.718146741
166.774525087, -564.408155006, -397.633629919
173.675991644, -571.344443754, -397.668452111
172.443725992, -570.146056189, -397.702330197
159.519926554, -557.146127975, -397.626201421
160.695851049, -558.373659295, -397.677808246
169.226693224, -566.992950806, -397.766257582
168.858898338, -566.69431545, -397.835417112
162.300937864, -560.168607924, -397.86767006
163.921228766, -561.714069804, -397.792841038
168.548298872, -566.297379208, -397.749080336
169.663446114, -567.510404801, -397.846958686
165.460528791, -563.267582417, -397.807053626
158.149077616, -555.708982428, -397.559904813
156.231295742, -553.703292933, -397.471997192
158.71565418, -556.138589257, -397.422935076
163.409279449, -560.825931242, -397.416651794
150.221116007, -547.775869983, -397.554753976
140.503639105, -538.052581472, -397.548942366
142.323958683, -539.847018312, -397.523059629
148.539185129, -545.992166334, -397.452981205
155.099284399, -552.621771027, -397.522486628
153.691455392, -551.19645477, -397.504999378
151.02685007, -548.454378977, -397.427528907
151.427897807, -548.922284776, -397.494386968
146.871499825, -544.405809592, -397.534309766
150.074719978, -547.677474518, -397.60275454
154.359478566, -551.958083663, -397.598605097
156.500720811, -554.15209429, -397.651373479
151.426170546, -549.086861397, -397.660690851
156.503434839, -554.233053541, -397.729618702
157.796418269, -555.34156832, -397.545150052
157.717447386, -555.039044782, -397.321597396
158.759563345, -556.24470643, -397.485143085
162.00214967, -559.545395477, -397.543245807
164.053872385, -561.672782553, -397.618910167
157.720620282, -555.355854757, -397.635234476
147.881672976, -545.429937943, -397.548264967
149.607346267, -547.030459333, -397.423113067
152.828206504, -550.220842028, -397.392635524
156.693641625, -554.380156406, -397.686514781
156.034635413, -553.707659482, -397.673024069
152.70718, -549.992280981, -397.285100981
162.810428012, -560.284598636, -397.474170624
162.530184779, -560.151769195, -397.621584416
151.179104951, -548.617786982, -397.438682031
149.289768313, -546.704089647, -397.414321334
152.192606618, -549.937475203, -397.744868584
152.799645798, -550.606651618, -397.80700582
158.330420542, -555.970457001, -397.640036459
163.895586287, -561.656433624, -397.760847336
161.081106235, -558.889072846, -397.807966612
159.472566454, -557.162959016, -397.690392562
165.176475707, -562.917596092, -397.741120385
153.054448575, -550.970115585, -397.915667011
137.244260393, -535.032321154, -397.788060761
151.912193125, -549.845265316, -397.933072191
161.525522226, -559.247834707, -397.722312481
160.760966227, -558.326967578, -397.566001351
160.79949547, -558.367054642, -397.567559172
150.494601182, -548.029936052, -397.53533487
153.49665387, -551.152459981, -397.655806112
164.447431926, -562.295343684, -397.847911758
164.169015917, -562.03264026, -397.863624343
154.095707982, -551.952415099, -397.856707117
147.776048763, -545.486281955, -397.710233192
162.676422814, -560.204887504, -397.52846469
169.037598004, -566.474802324, -397.43720432
166.153907952, -563.413850033, -397.259942081
165.608793929, -562.979282094, -397.370488165
157.990429157, -555.257148187, -397.26671903
150.694951855, -548.14572727, -397.450775415
159.202708877, -556.689254341, -397.486545465
161.080841181, -558.486139875, -397.405298694
161.604410352, -559.121741235, -397.517330883
160.793984866, -558.600057956, -397.806073089
150.746854645, -548.562409574, -397.815554929
154.407758104, -552.318049321, -397.910291218
151.126704156, -548.934608541, -397.807904385
149.976642968, -547.679802585, -397.703159618
150.307226026, -547.867616127, -397.560390101
155.031550725, -552.369395261, -397.337844536
158.203698147, -555.522864828, -397.319166681
151.843616148, -549.127668406, -397.284052258
155.454889767, -552.882943001, -397.428053234
154.448795523, -552.017624762, -397.568829239
153.226808353, -550.553707908, -397.326899556
145.442982256, -542.775018105, -397.332035849
144.222247063, -541.46189126, -397.239644198
150.446594008, -547.716684394, -397.270090386
165.447957945, -562.702982919, -397.255024973
171.971783286, -569.501955891, -397.530172604
170.574820536, -568.199939201, -397.625118665
166.091722025, -563.479570411, -397.387848386
159.300277317, -556.823641421, -397.523364103
157.686343296, -555.241960238, -397.555616941
158.175713275, -555.634535348, -397.458822072
156.867668373, -554.43124964, -397.563581267
149.549537011, -547.05386913, -397.504332119
145.750371697, -543.244230638, -397.493858942
154.418095881, -551.633271093, -397.215175212
157.517357696, -554.812733154, -397.295375458
155.749543392, -552.933728557, -397.184185165
161.714974084, -559.096588282, -397.381614197
159.624064578, -557.047877446, -397.423812868
148.816856194, -546.204212197, -397.387356002
145.124418802, -542.450806027, -397.326387225
153.718888323, -551.097140659, -397.378252336
158.599093643, -555.943184957, -397.344091315
151.991425338, -549.290226678, -397.29880134
152.425035047, -549.851289248, -397.426254201
153.098818963, -550.458318608, -397.359499645
161.872827833, -559.074524376, -397.201696543
165.043371775, -562.581846827, -397.538475052
156.541089718, -554.033742951, -397.492653234
161.434816664, -558.962774876, -397.527958211
172.062372911, -569.656259025, -397.593886114
169.257382332, -566.978844204, -397.721461872
164.412336028, -562.067105186, -397.654769157
158.763601577, -556.343346213, -397.579744637
156.652086901, -554.095992846, -397.443905945
158.272234442, -555.767253162, -397.49501872
164.60043943, -561.949959683, -397.349520253
166.395126169, -563.937820258, -397.542694089
163.457650926, -561.016033439, -397.558382513
156.747862124, -554.142795372, -397.394933248
160.049345848, -557.433124463, -397.383778615
166.765393726, -564.174517192, -397.409123466
162.577097994, -560.063300424, -397.48620243
155.304607047, -552.802373275, -397.497766228
151.882100593, -549.324240016, -397.442139424
154.970747379, -552.445697333, -397.474949954
160.301931646, -557.778930735, -397.476999088
159.616700952, -557.202199939, -397.585498987
156.840003127, -554.408270147, -397.568267019
157.496441332, -555.135548175, -397.639106843
148.728774566, -546.33615636, -397.607381794
152.900828549, -550.541005836, -397.640177286
165.850430324, -563.416948933, -397.566518609
166.395724335, -564.179047945, -397.78332361
163.087125323, -560.651433063, -397.564307739
165.39393776, -563.101586353, -397.707648593
155.363447606, -553.139961298, -397.776513693
135.505551489, -533.310184344, -397.804632855
136.695718721, -534.375398661, -397.679679941
164.54685846, -562.443692654, -397.896834194
173.227448648, -570.980504467, -397.753055819
175.07005881, -572.829541271, -397.759482461
169.474830473, -567.067591603, -397.59276113
154.761510247, -552.207367604, -397.445857357
147.390347149, -544.992434847, -397.602087698
147.894152195, -545.423866069, -397.529713874
159.296193742, -556.901789718, -397.605595976
170.006574912, -567.763809401, -397.757234489
162.168201302, -559.817726321, -397.649525019
165.031161912, -562.737578755, -397.706416843
176.368135232, -573.948681028, -397.580545796
175.891323931, -573.639455525, -397.748131594
169.437254689, -567.214503158, -397.77724847
169.768999591, -567.341550822, -397.572551232
172.53847513, -570.24743828, -397.70896315
177.867901494, -575.740453315, -397.872551821
172.671722016, -570.573181161, -397.901459145
169.801304627, -567.601689281, -397.800384654
161.414859596, -559.281355322, -397.866495726
159.018415902, -556.70013879, -397.681722888
166.358289855, -564.271462423, -397.913172568
167.353328493, -565.223471644, -397.870143151
162.610323442, -560.265965037, -397.655641594
159.54552222, -557.030859467, -397.485337247
162.176021132, -559.51477237, -397.338751237
158.06418713, -555.113685537, -397.049498408
151.452667192, -548.72729763, -397.274630437
157.802241339, -555.170580413, -397.368339074
165.189952134, -562.579479662, -397.389527528
162.496743248, -559.896146757, -397.399403509
167.496032748, -565.06286636, -397.566833613
177.906276323, -575.577702949, -397.671426626
166.874432196, -564.642875506, -397.76844331
153.11497773, -550.820275084, -397.705297354
152.301902517, -550.144831265, -397.842928747
153.672828174, -551.579917986, -397.907089811
159.33536106, -557.275714181, -397.940353122
158.075396265, -556.050365263, -397.974968998
163.853691208, -561.754978902, -397.901287694
166.37653713, -564.222280025, -397.845742895
166.948316749, -564.745801546, -397.797484796
181.807382067, -579.813501509, -398.006119443
174.378590432, -572.282695988, -397.904105556
163.758410527, -561.422311037, -397.66390051
158.390093796, -556.383431052, -397.993337256
146.226906513, -544.259051611, -398.032145098
149.142096914, -547.048721093, -397.906624179
162.412549074, -560.215280839, -397.802731766
157.37050134, -555.015279033, -397.644777693
152.557938218, -550.2546777, -397.696739482
156.135035713, -553.69483852, -397.559802807
163.843665213, -561.359531566, -397.515866352
172.895993155, -570.364068909, -397.468075754
169.360010022, -566.777757946, -397.417747925
154.032556273, -551.408137848, -397.375581574
154.415116744, -551.89701971, -397.481902966
153.159325011, -550.644054774, -397.484729763
156.164428634, -553.620830181, -397.456401548
156.353411697, -553.910288643, -397.556876945
158.57411791, -556.26495664, -397.69083873
158.548121902, -556.477334196, -397.929212294
156.736081316, -554.897237463, -398.161156146
157.391678495, -555.569731889, -398.178053394
156.179074243, -554.08791641, -397.908842167
150.840009689, -548.589833291, -397.749823601
164.620269675, -562.280719808, -397.660450133
164.894857944, -562.695894128, -397.801036183
160.872148433, -558.444419636, -397.572271203
156.999425274, -554.702148323, -397.70272305
149.30174702, -546.888302095, -397.586555075
150.872384505, -548.48381203, -397.611427525
158.720370316, -556.124412786, -397.404042469
146.513669846, -543.980470998, -397.466801152
149.967436218, -547.573127217, -397.605690999
161.058821164, -558.876624212, -397.817803048
157.8847881, -555.443538221, -397.558750121
161.108352325, -558.471085584, -397.362733259
168.584555188, -565.814387678, -397.22983249
158.58525754, -555.781354258, -397.196096718
162.329810238, -559.769227124, -397.439416887
165.227641998, -562.778058374, -397.550416375
164.502107733, -562.172018572, -397.669910838
165.665236199, -563.43090899, -397.765672791
159.77492132, -557.629624852, -397.854703532
153.999577957, -551.728599698, -397.729021741
151.510803765, -549.308139403, -397.797335638
152.925687211, -550.878632577, -397.952945366
155.997988699, -553.883646164, -397.885657466
159.04100197, -556.618906019, -397.577904049
161.488563534, -559.047608612, -397.559045078
165.044446311, -562.519416079, -397.474969768
158.515777491, -555.915632185, -397.399854694
160.157390379, -557.528800872, -397.371410493
172.562162902, -570.018954556, -397.456791654
175.454363308, -572.993042737, -397.538679429
170.205660843, -567.705985034, -397.500324192
163.48485132, -561.06756972, -397.582718399
163.06531535, -560.613782298, -397.548466948
148.183844854, -545.646654893, -397.462810039
137.607430968, -535.231809285, -397.624378317
147.221599512, -544.740777852, -397.51917834
163.002668312, -560.382686742, -397.38001843
164.624911609, -561.943175577, -397.318263967
169.422988132, -567.042612594, -397.619624462
170.830575397, -568.185157509, -397.354582111
162.665402175, -559.805480211, -397.140078036
160.353328684, -557.747212668, -397.393883984
163.028110715, -560.379993805, -397.35188309
154.23249124, -551.637032508, -397.404541268
150.745048319, -548.125784395, -397.380736077
150.53720768, -547.846708359, -397.309500679
153.220697275, -550.562157463, -397.341460187
151.12444476, -548.55028443, -397.42583967
147.283098922, -544.706633589, -397.423534667
156.654185005, -554.166493853, -397.512308848
162.00486683, -559.427722087, -397.422855257
160.062720118, -557.27066665, -397.207946532
147.927739289, -545.142720025, -397.214980735
148.756831914, -546.13759633, -397.380764417
152.877244363, -550.2836858, -397.406441437
145.620461932, -543.018983554, -397.398521623
141.89530104, -539.448501428, -397.553200388
154.501570804, -552.035747662, -397.534176858
156.199244359, -553.795138393, -397.595894034
154.643161744, -552.181234224, -397.53807248
155.042561704, -552.44978263, -397.407220926
151.64110926, -549.070612819, -397.429503559
159.140478053, -556.79671018, -397.656232127
161.538345278, -559.114082452, -397.575737174
163.509070259, -561.229054408, -397.719984149
160.33056261, -558.198028943, -397.867466332
151.401933224, -549.230034609, -397.828101384
158.874024644, -556.612416822, -397.738392178
162.679945637, -560.284201546, -397.604255909
166.654552328, -564.315112765, -397.660560437
171.722509291, -569.272794383, -397.550285093
172.145051725, -569.882829627, -397.737777902
164.010705085, -561.752028548, -397.741323463
162.876362587, -560.485269967, -397.60890738
171.782714612, -569.304882999, -397.522168387
166.544133487, -564.175539505, -397.631406018
171.782710433, -569.447853711, -397.665143278
171.738614296, -569.586694554, -397.848080258
162.425629323, -560.211440214, -397.785810891
153.835153111, -551.705234561, -397.870081449
150.616782729, -548.39529528, -397.778512551
146.667326492, -544.425918957, -397.758592465
151.467868203, -549.315704971, -397.847836768
161.719643773, -559.477457754, -397.757813981
166.113407735, -563.599877786, -397.486470051
166.389742434, -563.86345146, -397.473709026
160.658831681, -558.09436158, -397.435529899
162.554004405, -559.857938673, -397.303934268
162.117751892, -559.414056986, -397.296305095
150.510305182, -547.948029013, -397.437723831
138.563158498, -536.189577419, -397.626418921
148.848480806, -546.337003361, -397.488522555
158.577168166, -556.184212219, -397.607044052
